"seqnames","start","end","width","strand","num_vars"
"chr1",87994174,87994302,129,"*",1
"chr1",87995711,87995854,144,"*",0
"chr1",87997813,87997959,147,"*",0
"chr1",87999740,87999904,165,"*",1
"chr1",88002409,88002522,114,"*",0
"chr1",88004247,88004314,68,"*",0
"chr1",88007225,88007442,218,"*",1
"chr1",88008438,88008551,114,"*",2
"chr1",88015924,88016033,110,"*",2
"chr1",88022381,88023962,1582,"*",19
"chr1",88025211,88026059,849,"*",13
"chr1",88055388,88056336,949,"*",3
"chr1",88070800,88071678,879,"*",10
"chr1",88087813,88088721,909,"*",9
"chr1",88095062,88095978,917,"*",15
"chr1",88097918,88098131,214,"*",2
"chr1",88103252,88103378,127,"*",3
"chr1",88106862,88107799,938,"*",11
"chr1",88126776,88127609,834,"*",20
"chr1",88129581,88129833,253,"*",3
"chr1",88134809,88134935,127,"*",3
"chr1",88138378,88139331,954,"*",17
"chr1",88146376,88146769,394,"*",2
"chr1",88151038,88151881,844,"*",17
"chr1",88153788,88154571,784,"*",11
"chr1",88166012,88166903,892,"*",6
"chr1",88186662,88187519,858,"*",10
"chr1",88191901,88192683,783,"*",9
"chr1",88200601,88201500,900,"*",9
"chr1",88204732,88205748,1017,"*",4
"chr1",88211959,88212871,913,"*",19
"chr1",88215044,88217403,2360,"*",49
"chr1",88218127,88220002,1876,"*",29
"chr1",88226986,88227228,243,"*",3
"chr1",88228054,88228146,93,"*",0
"chr1",88228227,88228408,182,"*",4
"chr1",88230342,88230473,132,"*",0
"chr1",88230626,88230788,163,"*",4
"chr1",88232244,88232342,99,"*",0
"chr1",88233317,88233468,152,"*",5
"chr1",88234002,88234145,144,"*",1
"chr1",88234589,88234610,22,"*",0
"chr1",88234954,88235062,109,"*",2
"chr1",88235190,88235268,79,"*",2
"chr1",88235373,88235486,114,"*",0
"chr1",88236655,88236731,77,"*",2
"chr1",88237473,88237592,120,"*",3
"chr1",88237845,88237955,111,"*",2
"chr1",88238108,88239041,934,"*",20
"chr1",88240119,88240159,41,"*",0
"chr1",88240679,88240937,259,"*",4
"chr1",88241071,88241123,53,"*",1
"chr1",88241543,88241650,108,"*",1
"chr1",88242404,88242523,120,"*",1
"chr1",88242669,88242791,123,"*",4
"chr1",88243931,88244083,153,"*",0
"chr1",88244944,88245066,123,"*",1
"chr1",88245988,88246067,80,"*",2
"chr1",88247136,88247244,109,"*",2
"chr1",88247748,88247843,96,"*",1
"chr1",88248552,88248656,105,"*",3
"chr1",88249703,88249826,124,"*",1
"chr1",88250265,88250383,119,"*",2
"chr1",88251245,88251397,153,"*",2
"chr1",88252336,88252490,155,"*",3
"chr1",88254858,88255017,160,"*",1
"chr1",88255090,88255293,204,"*",3
"chr1",88255538,88255680,143,"*",3
"chr1",88256057,88256171,115,"*",1
"chr1",88256400,88256549,150,"*",0
"chr1",88256651,88256833,183,"*",0
"chr1",88257710,88257865,156,"*",3
"chr1",88258583,88258714,132,"*",2
"chr1",88259119,88259221,103,"*",1
"chr1",88259530,88259595,66,"*",0
"chr1",88259905,88262289,2385,"*",43
"chr1",88262471,88266658,4188,"*",81
"chr1",88267948,88268026,79,"*",0
"chr1",88269321,88269413,93,"*",1
"chr1",88270202,88270947,746,"*",8
"chr1",88272729,88273119,391,"*",5
"chr1",88274712,88277285,2574,"*",50
"chr1",88277374,88277633,260,"*",6
"chr1",88277661,88277722,62,"*",1
"chr1",88303283,88303402,120,"*",3
"chr1",88304889,88304986,98,"*",4
"chr1",88306662,88306791,130,"*",1
"chr1",88307810,88307902,93,"*",3
"chr1",88308010,88308073,64,"*",0
"chr1",88318913,88319086,174,"*",0
"chr1",88320864,88320937,74,"*",0
"chr1",88325382,88325538,157,"*",1
"chr1",88326405,88326582,178,"*",3
"chr1",88328151,88328323,173,"*",3
"chr1",88330696,88330870,175,"*",0
"chr1",88332675,88332742,68,"*",0
"chr1",88337113,88337310,198,"*",3
"chr1",88341305,88341407,103,"*",1
"chr1",88343233,88343351,119,"*",1
"chr1",88347489,88348334,846,"*",13
"chr1",88349847,88349942,96,"*",0
"chr1",88350446,88350557,112,"*",2
"chr1",88350856,88350985,130,"*",1
"chr1",88351337,88351513,177,"*",1
"chr1",88351666,88351721,56,"*",0
"chr1",88352837,88352930,94,"*",3
"chr1",88354409,88354521,113,"*",1
"chr1",88355131,88355347,217,"*",1
"chr1",88359652,88359743,92,"*",0
"chr1",88360585,88360726,142,"*",7
"chr1",88361911,88362082,172,"*",0
"chr1",88365040,88365217,178,"*",0
"chr1",88374249,88374439,191,"*",1
"chr1",88379740,88379839,100,"*",1
"chr1",88380969,88381002,34,"*",0
"chr1",88384663,88384753,91,"*",0
"chr1",88388541,88389293,753,"*",8
"chr1",88406961,88407216,256,"*",1
"chr1",88407279,88407441,163,"*",2
"chr1",88411109,88411228,120,"*",0
"chr1",88412251,88412358,108,"*",0
"chr1",88417238,88417292,55,"*",0
"chr1",88418387,88418437,51,"*",0
"chr1",88420583,88420678,96,"*",1
"chr1",88426322,88426438,117,"*",1
"chr1",88501123,88501142,20,"*",0
"chr1",88503142,88503550,409,"*",2
"chr1",88509791,88509886,96,"*",2
"chr1",88673125,88674468,1344,"*",23
"chr1",88674566,88674716,151,"*",4
"chr1",88698225,88702221,3997,"*",23
"chr1",88754890,88755051,162,"*",2
"chr1",88755084,88755290,207,"*",1
"chr1",88755534,88755739,206,"*",4
"chr1",89070415,89070597,183,"*",1
"chr1",89107258,89107336,79,"*",2
"chr1",89112744,89112860,117,"*",2
"chr1",89137559,89137803,245,"*",1
"chr1",89143550,89145906,2357,"*",15
"chr1",89152200,89152388,189,"*",0
"chr1",89153127,89155068,1942,"*",18
"chr1",89454811,89455592,782,"*",8
"chr1",89563360,89563474,115,"*",5
"chr1",89604598,89604656,59,"*",1
"chr1",89609496,89609583,88,"*",0
"chr1",89627761,89627846,86,"*",0
"chr1",89630388,89630529,142,"*",0
"chr1",89634160,89634294,135,"*",0
"chr1",89663661,89663788,128,"*",0
"chr1",89665034,89665189,156,"*",0
"chr1",89671179,89671271,93,"*",0
"chr1",89684802,89685112,311,"*",3
"chr1",89725961,89726065,105,"*",1
"chr1",89743728,89743896,169,"*",0
"chr1",89766306,89766464,159,"*",0
"chr1",89789163,89789324,162,"*",2
"chr1",89834434,89834588,155,"*",0
"chr1",89837712,89837802,91,"*",0
"chr1",89843021,89843243,223,"*",1
"chr1",89887506,89887761,256,"*",0
"chr1",89888691,89895282,6592,"*",50
"chr1",89927962,89929143,1182,"*",9
"chr1",89930233,89933290,3058,"*",24
"chr1",89952591,89952863,273,"*",0
"chr1",89954389,89954502,114,"*",1
"chr1",89968213,89968720,508,"*",4
"chr1",89990593,89990593,1,"*",0
"chr1",89992958,89993225,268,"*",5
"chr1",89996212,89996334,123,"*",2
"chr1",90014373,90014666,294,"*",8
"chr1",90042132,90042742,611,"*",7
"chr1",90045592,90045830,239,"*",4
"chr1",90047789,90047966,178,"*",1
"chr1",90052388,90052474,87,"*",1
"chr1",90066725,90066924,200,"*",1
"chr1",90070512,90070619,108,"*",0
"chr1",90073747,90073829,83,"*",2
"chr1",90077807,90077874,68,"*",3
"chr1",90080860,90080952,93,"*",0
"chr1",90081316,90081422,107,"*",2
"chr1",90089475,90089550,76,"*",0
"chr1",90097938,90098063,126,"*",2
"chr1",90103823,90103907,85,"*",2
"chr1",90130053,90130258,206,"*",0
"chr1",90138151,90138222,72,"*",1
"chr1",90139883,90140074,192,"*",1
"chr1",90142676,90142792,117,"*",3
"chr1",90144821,90145145,325,"*",1
"chr1",90153165,90153401,237,"*",4
"chr1",90203980,90204087,108,"*",4
"chr1",90209588,90209870,283,"*",4
"chr1",90213795,90216751,2957,"*",40
"chr1",90327312,90327418,107,"*",1
"chr1",90603425,90603627,203,"*",1
"chr1",90604375,90604445,71,"*",0
"chr1",90605464,90605512,49,"*",0
"chr1",90606537,90606669,133,"*",1
"chr1",90610093,90610200,108,"*",0
"chr1",90610975,90611037,63,"*",0
"chr1",90611540,90611587,48,"*",0
"chr1",90612174,90613341,1168,"*",12
"chr1",90675161,90675466,306,"*",8
"chr1",90678893,90679793,901,"*",15
"chr1",90765923,90765933,11,"*",0
"chr1",90766860,90767605,746,"*",14
"chr1",90768324,90768488,165,"*",3
"chr1",90772952,90773215,264,"*",2
"chr1",90773437,90773700,264,"*",4
"chr1",90775531,90776285,755,"*",9
"chr1",90777441,90777543,103,"*",1
"chr1",90778756,90779454,699,"*",4
"chr1",90779988,90780084,97,"*",1
"chr1",90781635,90782128,494,"*",1
"chr1",90782217,90782228,12,"*",1
"chr1",90782341,90782377,37,"*",1
"chr1",90782459,90782491,33,"*",0
"chr1",90784226,90784288,63,"*",1
"chr1",90785207,90785269,63,"*",0
"chr1",90785722,90785757,36,"*",0
"chr1",90785890,90785940,51,"*",0
"chr1",90786638,90786700,63,"*",1
"chr1",90787923,90787985,63,"*",0
"chr1",90788215,90788277,63,"*",0
"chr1",90789031,90789093,63,"*",0
"chr1",90789544,90789579,36,"*",1
"chr1",90791467,90791977,511,"*",5
"chr1",90792410,90792475,66,"*",1
"chr1",90793014,90793076,63,"*",0
"chr1",90793892,90794063,172,"*",3
"chr1",90794176,90794220,45,"*",0
"chr1",90794324,90794721,398,"*",5
"chr1",90795012,90795083,72,"*",0
"chr1",90795915,90795968,54,"*",0
"chr1",90796480,90796572,93,"*",0
"chr1",90798052,90798197,146,"*",1
"chr1",90799996,90800074,79,"*",0
"chr1",90801210,90801547,338,"*",2
"chr1",90802092,90802691,600,"*",8
"chr1",90803639,90804253,615,"*",7
"chr1",90807471,90808076,606,"*",9
"chr1",90810126,90810728,603,"*",1
"chr1",90811259,90811831,573,"*",3
"chr1",90813215,90813814,600,"*",0
"chr1",90815951,90816535,585,"*",11
"chr1",90821802,90822404,603,"*",3
"chr1",90827860,90828477,618,"*",1
"chr1",90830143,90830258,116,"*",2
"chr1",90843746,90843971,226,"*",2
"chr1",90915085,90915253,169,"*",2
"chr1",90921845,90921978,134,"*",1
"chr1",90927679,90928204,526,"*",9
"chr1",90928323,90928435,113,"*",3
"chr1",90930090,90930193,104,"*",0
"chr1",90931494,90931616,123,"*",4
"chr1",90933317,90933521,205,"*",6
"chr1",90935313,90935452,140,"*",1
"chr1",90937654,90937737,84,"*",2
"chr1",90939169,90939511,343,"*",10
"chr1",90939720,90940239,520,"*",7
"chr1",90941688,90941780,93,"*",3
"chr1",90942872,90942958,87,"*",1
"chr1",90943695,90943749,55,"*",0
"chr1",90945614,90945714,101,"*",0
"chr1",90948583,90951142,2560,"*",37
"chr1",90953108,90953204,97,"*",0
"chr1",90953849,90954012,164,"*",4
"chr1",90958133,90958999,867,"*",12
"chr1",90959168,90959261,94,"*",2
"chr1",90960001,90960127,127,"*",1
"chr1",90961111,90961262,152,"*",2
"chr1",90964144,90964303,160,"*",1
"chr1",90967508,90967667,160,"*",6
"chr1",90969230,90969661,432,"*",7
"chr1",90998727,90998893,167,"*",3
"chr1",91053444,91053723,280,"*",0
"chr1",91068563,91068663,101,"*",1
"chr1",91068694,91068697,4,"*",0
"chr1",91073324,91073341,18,"*",0
"chr1",91076944,91076991,48,"*",0
"chr1",91078391,91078435,45,"*",1
"chr1",91079031,91079081,51,"*",3
"chr1",91084946,91085005,60,"*",0
"chr1",91088634,91088711,78,"*",2
"chr1",91091602,91091667,66,"*",0
"chr1",91093560,91093637,78,"*",2
"chr1",91100577,91100612,36,"*",0
"chr1",91101185,91101310,126,"*",1
"chr1",91103247,91103318,72,"*",0
"chr1",91105127,91105297,171,"*",2
"chr1",91107298,91107390,93,"*",2
"chr1",91108580,91108672,93,"*",0
"chr1",91110355,91110447,93,"*",1
"chr1",91112156,91112297,142,"*",0
"chr1",91114596,91117322,2727,"*",31
"chr1",91120141,91120190,50,"*",0
"chr1",91122422,91122539,118,"*",3
"chr1",91123078,91123157,80,"*",1
"chr1",91125641,91125745,105,"*",0
"chr1",91128086,91128944,859,"*",5
"chr1",91145103,91145169,67,"*",1
"chr1",91150083,91150173,91,"*",0
"chr1",91152165,91153660,1496,"*",15
"chr1",91153894,91153952,59,"*",2
"chr1",91155385,91155555,171,"*",3
"chr1",91156655,91156838,184,"*",0
"chr1",91156918,91156940,23,"*",0
"chr1",91157064,91157148,85,"*",1
"chr1",91162358,91162472,115,"*",6
"chr1",91163052,91163180,129,"*",6
"chr1",91164914,91164993,80,"*",0
"chr1",91165095,91165165,71,"*",0
"chr1",91166799,91167084,286,"*",1
"chr1",91168693,91168838,146,"*",1
"chr1",91168957,91169096,140,"*",1
"chr1",91170088,91170795,708,"*",11
"chr1",91179822,91180140,319,"*",2
"chr1",91196771,91196909,139,"*",1
"chr1",91205247,91205325,79,"*",1
"chr1",91206397,91206790,394,"*",8
"chr1",91223106,91225196,2091,"*",15
"chr1",91250311,91250437,127,"*",0
"chr1",91250566,91250853,288,"*",2
"chr1",91253760,91253827,68,"*",0
"chr1",91254215,91254393,179,"*",0
"chr1",91262267,91262296,30,"*",0
"chr1",91265218,91265283,66,"*",0
"chr1",91275250,91275317,68,"*",0
"chr1",91276386,91276456,71,"*",0
"chr1",91278261,91278318,58,"*",1
"chr1",91279505,91279537,33,"*",0
"chr1",91283947,91284009,63,"*",0
"chr1",91285305,91288877,3573,"*",33
"chr1",91296045,91296936,892,"*",14
"chr1",91297203,91297558,356,"*",4
"chr1",91298338,91298500,163,"*",1
"chr1",91299404,91299469,66,"*",0
"chr1",91299932,91300021,90,"*",0
"chr1",91300511,91300640,130,"*",0
"chr1",91302769,91303511,743,"*",12
"chr1",91304292,91304405,114,"*",3
"chr1",91304437,91304468,32,"*",0
"chr1",91305092,91305454,363,"*",2
"chr1",91308293,91308441,149,"*",1
"chr1",91308651,91308815,165,"*",3
"chr1",91309797,91311330,1534,"*",24
"chr1",91315489,91315525,37,"*",0
"chr1",91317064,91317147,84,"*",3
"chr1",91317592,91317691,100,"*",1
"chr1",91319038,91319113,76,"*",3
"chr1",91319885,91320008,124,"*",3
"chr1",91320077,91321075,999,"*",24
"chr1",91321077,91321101,25,"*",0
"chr1",91322075,91322426,352,"*",2
"chr1",91323479,91323669,191,"*",1
"chr1",91325036,91325222,187,"*",4
"chr1",91327476,91327658,183,"*",2
"chr1",91334690,91334821,132,"*",2
"chr1",91340509,91340623,115,"*",4
"chr1",91341846,91341943,98,"*",2
"chr1",91342541,91342735,195,"*",1
"chr1",91344315,91348306,3992,"*",55
"chr1",91351016,91351135,120,"*",1
"chr1",91353606,91354452,847,"*",7
"chr1",91355452,91355587,136,"*",2
"chr1",91357334,91357420,87,"*",0
"chr1",91357755,91357910,156,"*",1
"chr1",91358788,91358976,189,"*",4
"chr1",91359336,91359481,146,"*",4
"chr1",91361009,91362416,1408,"*",15
"chr1",91366430,91366648,219,"*",1
"chr1",91368365,91368481,117,"*",2
"chr1",91369371,91369473,103,"*",0
"chr1",91370086,91370342,257,"*",2
"chr1",91370415,91370523,109,"*",0
"chr1",91370625,91370715,91,"*",0
"chr1",91371382,91371460,79,"*",0
"chr1",91372378,91374216,1839,"*",19
"chr1",91375831,91376082,252,"*",1
"chr1",91376318,91376399,82,"*",0
"chr1",91378466,91378585,120,"*",0
"chr1",91381851,91381972,122,"*",0
"chr1",91383304,91383391,88,"*",0
"chr1",91384565,91384658,94,"*",1
"chr1",91385240,91385346,107,"*",0
"chr1",91387215,91387341,127,"*",1
"chr1",91388345,91388464,120,"*",0
"chr1",91390607,91390663,57,"*",0
"chr1",91391132,91391197,66,"*",0
"chr1",91398651,91398783,133,"*",1
"chr1",91411483,91413222,1740,"*",24
"chr1",91413971,91414038,68,"*",1
"chr1",91415984,91418020,2037,"*",27
"chr1",91419375,91419525,151,"*",3
"chr1",91420406,91420598,193,"*",2
"chr1",91421368,91421554,187,"*",5
"chr1",91423690,91424486,797,"*",5
"chr1",91427739,91427978,240,"*",5
"chr1",91429384,91429548,165,"*",1
"chr1",91430774,91430880,107,"*",0
"chr1",91430978,91431140,163,"*",0
"chr1",91432808,91432892,85,"*",1
"chr1",91433396,91433521,126,"*",0
"chr1",91434622,91434730,109,"*",1
"chr1",91435017,91435170,154,"*",1
"chr1",91435650,91435756,107,"*",1
"chr1",91438334,91438412,79,"*",0
"chr1",91439887,91440029,143,"*",0
"chr1",91440832,91440883,52,"*",0
"chr1",91444585,91444786,202,"*",2
"chr1",91445501,91445622,122,"*",1
"chr1",91448708,91448862,155,"*",2
"chr1",91449813,91449878,66,"*",0
"chr1",91450605,91450843,239,"*",0
"chr1",91459173,91459330,158,"*",1
"chr1",91494668,91494888,221,"*",1
"chr1",91497953,91498021,69,"*",0
"chr1",91499502,91499663,162,"*",1
"chr1",91500773,91500910,138,"*",2
"chr1",91501005,91501424,420,"*",3
"chr1",91505423,91505494,72,"*",3
"chr1",91507493,91507568,76,"*",2
"chr1",91518294,91518314,21,"*",0
"chr1",91519578,91519662,85,"*",1
"chr1",91520056,91520139,84,"*",0
"chr1",91520884,91521007,124,"*",0
"chr1",91521187,91521223,37,"*",1
"chr1",91522831,91522907,77,"*",0
"chr1",91525879,91526102,224,"*",1
"chr1",91527618,91529303,1686,"*",20
"chr1",91540565,91540864,300,"*",3
"chr1",91541080,91541175,96,"*",5
"chr1",91544151,91544297,147,"*",0
"chr1",91546928,91547230,303,"*",0
"chr1",91552054,91552439,386,"*",2
"chr1",91554751,91559590,4840,"*",61
"chr1",91801461,91802149,689,"*",0
"chr1",91847389,91848028,640,"*",2
"chr1",91928785,91931176,2392,"*",13
"chr1",91932757,91933386,630,"*",3
"chr1",91933656,91933797,142,"*",1
"chr1",91934602,91934686,85,"*",0
"chr1",91945900,91946033,134,"*",0
"chr1",91947418,91947536,119,"*",1
"chr1",91955290,91955387,98,"*",1
"chr1",91956042,91956161,120,"*",2
"chr1",91958355,91958442,88,"*",0
"chr1",91959411,91959466,56,"*",0
"chr1",91961453,91961560,108,"*",0
"chr1",91964780,91964826,47,"*",0
"chr1",91968353,91968458,106,"*",0
"chr1",91970943,91971076,134,"*",0
"chr1",91972700,91972886,187,"*",2
"chr1",91975439,91975693,255,"*",3
"chr1",91982029,91982252,224,"*",0
"chr1",91984378,91984573,196,"*",1
"chr1",91984661,91984777,117,"*",0
"chr1",91987545,91987657,113,"*",1
"chr1",91989051,91990832,1782,"*",23
"chr1",91990873,91992628,1756,"*",20
"chr1",91996057,91996178,122,"*",0
"chr1",92002155,92002275,121,"*",0
"chr1",92012669,92012819,151,"*",0
"chr1",92029955,92030196,242,"*",2
"chr1",92054901,92054972,72,"*",0
"chr1",92148256,92148393,138,"*",0
"chr1",92439010,92439907,898,"*",15
"chr1",92452011,92452119,109,"*",2
"chr1",92460380,92460717,338,"*",2
"chr1",92462291,92462345,55,"*",1
"chr1",92463078,92463157,80,"*",0
"chr1",92464361,92464542,182,"*",0
"chr1",92467381,92467467,87,"*",0
"chr1",92469863,92470078,216,"*",2
"chr1",92470817,92470985,169,"*",1
"chr1",92473663,92473860,198,"*",6
"chr1",92479681,92480619,939,"*",4
"chr1",92490818,92491753,936,"*",10
"chr1",92511048,92512036,989,"*",16
"chr1",92518316,92518515,200,"*",4
"chr1",92572374,92572749,376,"*",9
"chr1",92573125,92574206,1082,"*",10
"chr1",92588332,92589297,966,"*",8
"chr1",92596521,92597492,972,"*",19
"chr1",92607839,92608799,961,"*",13
"chr1",92608840,92608847,8,"*",0
"chr1",92619881,92621001,1121,"*",12
"chr1",92637145,92637403,259,"*",1
"chr1",92639370,92639909,540,"*",7
"chr1",92640244,92640564,321,"*",3
"chr1",92641607,92641985,379,"*",0
"chr1",92644218,92644517,300,"*",1
"chr1",92645182,92645208,27,"*",0
"chr1",92645334,92645426,93,"*",0
"chr1",92645684,92648254,2571,"*",38
"chr1",92648751,92648841,91,"*",1
"chr1",92831645,92832097,453,"*",1
"chr1",92850378,92850443,66,"*",0
"chr1",92853347,92853505,159,"*",1
"chr1",92854858,92855246,389,"*",2
"chr1",92855907,92856072,166,"*",1
"chr1",92856987,92857117,131,"*",0
"chr1",92857248,92857367,120,"*",1
"chr1",92857472,92857605,134,"*",1
"chr1",92857855,92858030,176,"*",0
"chr1",92858332,92860198,1867,"*",14
"chr1",92870129,92870318,190,"*",1
"chr1",92870809,92870969,161,"*",1
"chr1",92871673,92871748,76,"*",0
"chr1",92876535,92876700,166,"*",1
"chr1",92877011,92877124,114,"*",1
"chr1",92878331,92878462,132,"*",0
"chr1",92879315,92879422,108,"*",1
"chr1",92880980,92881120,141,"*",6
"chr1",92881751,92881891,141,"*",3
"chr1",92883742,92883913,172,"*",1
"chr1",92884835,92885265,431,"*",1
"chr1",92886136,92886294,159,"*",0
"chr1",92886623,92886839,217,"*",1
"chr1",92888447,92888916,470,"*",6
"chr1",92896069,92896212,144,"*",1
"chr1",92899499,92899688,190,"*",1
"chr1",92902444,92902600,157,"*",1
"chr1",92902830,92902906,77,"*",2
"chr1",92906989,92907423,435,"*",2
"chr1",92907565,92909978,2414,"*",29
"chr1",92910579,92910764,186,"*",2
"chr1",92910783,92913408,2626,"*",27
"chr1",92915059,92915199,141,"*",0
"chr1",92915814,92915965,152,"*",1
"chr1",92916355,92916471,117,"*",0
"chr1",92916711,92917746,1036,"*",8
"chr1",92918018,92919326,1309,"*",20
"chr1",92919562,92921133,1572,"*",11
"chr1",92921871,92924384,2514,"*",27
"chr1",92934376,92935014,639,"*",7
"chr1",92937945,92938076,132,"*",1
"chr1",92939323,92939519,197,"*",0
"chr1",92940283,92940972,690,"*",7
"chr1",92942482,92942623,142,"*",0
"chr1",92942704,92943466,763,"*",11
"chr1",92943679,92943941,263,"*",1
"chr1",92944695,92944897,203,"*",0
"chr1",92945017,92945278,262,"*",1
"chr1",92946553,92946598,46,"*",0
"chr1",92946685,92947260,576,"*",5
"chr1",92947509,92947941,433,"*",4
"chr1",92973119,92973281,163,"*",2
"chr1",92975347,92975448,102,"*",1
"chr1",92978903,92979301,399,"*",5
"chr1",92982558,92986391,3834,"*",44
"chr1",93006334,93007009,676,"*",5
"chr1",93008561,93008677,117,"*",0
"chr1",93011975,93012269,295,"*",3
"chr1",93015456,93018499,3044,"*",33
"chr1",93018952,93019070,119,"*",0
"chr1",93019807,93019999,193,"*",1
"chr1",93020458,93020610,153,"*",3
"chr1",93021213,93021337,125,"*",2
"chr1",93021726,93021803,78,"*",0
"chr1",93022321,93022521,201,"*",0
"chr1",93022926,93023071,146,"*",1
"chr1",93023459,93023520,62,"*",0
"chr1",93024579,93024712,134,"*",1
"chr1",93025621,93025735,115,"*",0
"chr1",93026832,93026855,24,"*",0
"chr1",93034546,93034572,27,"*",0
"chr1",93036846,93036951,106,"*",0
"chr1",93039035,93039119,85,"*",0
"chr1",93039217,93039283,67,"*",0
"chr1",93039745,93039853,109,"*",0
"chr1",93040619,93040674,56,"*",0
"chr1",93041574,93041692,119,"*",0
"chr1",93042085,93042175,91,"*",2
"chr1",93042343,93042511,169,"*",2
"chr1",93042616,93042754,139,"*",0
"chr1",93043589,93043674,86,"*",1
"chr1",93046652,93046770,119,"*",0
"chr1",93052424,93052561,138,"*",0
"chr1",93054260,93054438,179,"*",1
"chr1",93054816,93054964,149,"*",0
"chr1",93055685,93055778,94,"*",0
"chr1",93055957,93056029,73,"*",0
"chr1",93056100,93056280,181,"*",1
"chr1",93058814,93058897,84,"*",1
"chr1",93060197,93060303,107,"*",0
"chr1",93060738,93060817,80,"*",0
"chr1",93062500,93062575,76,"*",0
"chr1",93062867,93062946,80,"*",0
"chr1",93064149,93064282,134,"*",1
"chr1",93065552,93065578,27,"*",0
"chr1",93066047,93066189,143,"*",1
"chr1",93067056,93067134,79,"*",0
"chr1",93068485,93068560,76,"*",0
"chr1",93072308,93072325,18,"*",1
"chr1",93073039,93073104,66,"*",0
"chr1",93073808,93073885,78,"*",1
"chr1",93074956,93075067,112,"*",1
"chr1",93076151,93076329,179,"*",0
"chr1",93077042,93077107,66,"*",0
"chr1",93077688,93077867,180,"*",2
"chr1",93078761,93078837,77,"*",1
"chr1",93082316,93082480,165,"*",0
"chr1",93101763,93101865,103,"*",0
"chr1",93135245,93135524,280,"*",4
"chr1",93135609,93135801,193,"*",1
"chr1",93137295,93137359,65,"*",0
"chr1",93137900,93138000,101,"*",0
"chr1",93139281,93139351,71,"*",0
"chr1",93140322,93140406,85,"*",1
"chr1",93141314,93141409,96,"*",1
"chr1",93142068,93142137,70,"*",0
"chr1",93144055,93144150,96,"*",1
"chr1",93144511,93144639,129,"*",2
"chr1",93145060,93145407,348,"*",2
"chr1",93151349,93152100,752,"*",11
"chr1",93152917,93153273,357,"*",2
"chr1",93154487,93154640,154,"*",0
"chr1",93155979,93156204,226,"*",2
"chr1",93159601,93160350,750,"*",7
"chr1",93160802,93160870,69,"*",1
"chr1",93160889,93160948,60,"*",0
"chr1",93215899,93216136,238,"*",2
"chr1",93216972,93217092,121,"*",1
"chr1",93217756,93217889,134,"*",2
"chr1",93223560,93223658,99,"*",4
"chr1",93224085,93224210,126,"*",2
"chr1",93226601,93226732,132,"*",1
"chr1",93228789,93231072,2284,"*",21
"chr1",93235841,93236201,361,"*",1
"chr1",93256265,93256552,288,"*",0
"chr1",93258966,93259106,141,"*",0
"chr1",93259645,93259807,163,"*",0
"chr1",93261649,93261774,126,"*",1
"chr1",93262104,93262217,114,"*",1
"chr1",93265038,93265151,114,"*",2
"chr1",93265279,93265392,114,"*",0
"chr1",93271142,93271267,126,"*",0
"chr1",93271599,93271703,105,"*",0
"chr1",93271855,93271968,114,"*",0
"chr1",93272492,93272608,117,"*",1
"chr1",93274049,93274165,117,"*",2
"chr1",93274344,93274460,117,"*",0
"chr1",93274549,93274718,170,"*",1
"chr1",93275297,93275470,174,"*",1
"chr1",93280481,93280594,114,"*",2
"chr1",93281237,93281350,114,"*",0
"chr1",93281608,93281765,158,"*",0
"chr1",93282269,93282382,114,"*",0
"chr1",93282692,93282988,297,"*",2
"chr1",93283202,93283687,486,"*",3
"chr1",93284385,93284666,282,"*",2
"chr1",93285796,93285940,145,"*",2
"chr1",93286012,93286094,83,"*",1
"chr1",93286842,93287023,182,"*",2
"chr1",93289308,93289424,117,"*",0
"chr1",93289998,93290085,88,"*",1
"chr1",93295695,93295801,107,"*",0
"chr1",93296267,93301795,5529,"*",53
"chr1",93301917,93302902,986,"*",17
"chr1",93303498,93305106,1609,"*",16
"chr1",93305825,93305915,91,"*",0
"chr1",93308770,93310249,1480,"*",13
"chr1",93310768,93311344,577,"*",9
"chr1",93312796,93313148,353,"*",5
"chr1",93314281,93314480,200,"*",1
"chr1",93316785,93316919,135,"*",1
"chr1",93317021,93317413,393,"*",7
"chr1",93317828,93320127,2300,"*",20
"chr1",93320494,93320675,182,"*",0
"chr1",93320775,93322222,1448,"*",9
"chr1",93324202,93324355,154,"*",0
"chr1",93325364,93325532,169,"*",1
"chr1",93327216,93327476,261,"*",1
"chr1",93330755,93330889,135,"*",0
"chr1",93331559,93331699,141,"*",2
"chr1",93334543,93334713,171,"*",1
"chr1",93335610,93335845,236,"*",1
"chr1",93337345,93337580,236,"*",2
"chr1",93342526,93342789,264,"*",2
"chr1",93342854,93343711,858,"*",6
"chr1",93346156,93346287,132,"*",4
"chr1",93350325,93350380,56,"*",0
"chr1",93350949,93351014,66,"*",2
"chr1",93351326,93351636,311,"*",1
"chr1",93352158,93352285,128,"*",0
"chr1",93352517,93352679,163,"*",0
"chr1",93354329,93354445,117,"*",0
"chr1",93357757,93357861,105,"*",1
"chr1",93360726,93360812,87,"*",0
"chr1",93363255,93363357,103,"*",3
"chr1",93364890,93373489,8600,"*",98
"chr1",93373896,93374047,152,"*",2
"chr1",93375135,93375249,115,"*",0
"chr1",93377275,93377332,58,"*",0
"chr1",93380415,93380545,131,"*",1
"chr1",93384811,93384918,108,"*",0
